,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
1398,5f68776a64fe8d59b1ff54d1,MX-S vs. Genesis M,The Genesis is probably lighter.,comparative,The Genesis is probably lighter.,"['The', 'Genesis', 'is', 'probably', 'lighter', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1401,5f68776a64fe8d59b1ff54d1,MX-S vs. Genesis M,Im pretty sure that MX-S on average is heavier.,comparative,Im pretty sure that Tibhar-Evolution-MX-S on average is heavier.,"['Im', 'pretty', 'sure', 'that', 'Tibhar-Evolution-MX-S', 'on', 'average', 'is', 'heavier', '.']",['Tibhar-Evolution-MX-S'],[20],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[56],['greater'],['heavier'],['weight']
1403,5f68776a64fe8d59b1ff54d1,MX-S vs. Genesis M,durability: the rubber has a longer lifespan than an average rubber so probably more than MX-S.,comparative,durability: the rubber has a longer lifespan than an average rubber so probably more than Tibhar-Evolution-MX-S.,"['durability', ':', 'the', 'rubber', 'has', 'a', 'longer', 'lifespan', 'than', 'an', 'average', 'rubber', 'so', 'probably', 'more', 'than', 'Tibhar-Evolution-MX-S', '.']",['Tibhar-Evolution-MX-S'],[91],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[80],['greater'],['more'],[],[],[],[]
1420,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,Warm up drives: A little slower than MX-P and a little lower arc.,comparative,Warm up drives: A little slower than Tibhar-Evolution-MX-P and a little lower arc.,"['Warm', 'up', 'drives', ':', 'A', 'little', 'slower', 'than', 'Tibhar-Evolution-MX-P', 'and', 'a', 'little', 'lower', 'arc', '.']",['Tibhar-Evolution-MX-P'],[38],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[26],['less'],['low'],"[25, 71]","['less', 'less']","['slower', ' lower']","['speed', 'throw angle']"
1428,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,BH: Easy to loop (easier compared to MX-P) and the reviewer was able to generate good power.,comparative,BH: Easy to loop (easier compared to Tibhar-Evolution-MX-P) and the reviewer was able to generate good power.,"['BH', ':', 'Easy', 'to', 'loop', '(', 'easier', 'compared', 'to', 'Tibhar-Evolution-MX-P', ')', 'and', 'the', 'reviewer', 'was', 'able', 'to', 'generate', 'good', 'power', '.']",['Tibhar-Evolution-MX-P'],[39],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[18],['greater'],['easier'],[],[],[],[]
1429,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,Better on BH than MX-P.,comparative,Better on BH than Tibhar-Evolution-MX-P.,"['Better', 'on', 'BH', 'than', 'Tibhar-Evolution-MX-P', '.']",['Tibhar-Evolution-MX-P'],[18],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],['greater'],['better'],[],[],[],[]
1431,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,Compared to Bluefire M2 it's faster and has more feeling.,comparative,Compared to Donic-Bluefire-M2 it's faster and has more feeling.,"['Compared', 'to', 'Donic-Bluefire-M2', 'it', ""'s"", 'faster', 'and', 'has', 'more', 'feeling', '.']",['Donic-Bluefire-M2'],[12],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[44],['greater'],['more'],[35],['greater'],['faster'],['speed']
1437,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,I had it on Innerforce Layer Al and it was really mushy (like pillow soft) If you like the safety of soft sponge it is good but I thought it lacked power personally compared to Elp or els with not as much spin.,comparative,I had it on Innerforce Layer Al and it was really mushy (like pillow soft) If you like the safety of soft sponge it is good but I thought it lacked power personally compared to Tibhar-Evolution-EL-P or Tibhar-Evolution-EL-S with not as much spin.,"['I', 'had', 'it', 'on', 'Innerforce', 'Layer', 'Al', 'and', 'it', 'was', 'really', 'mushy', '(', 'like', 'pillow', 'soft', ')', 'If', 'you', 'like', 'the', 'safety', 'of', 'soft', 'sponge', 'it', 'is', 'good', 'but', 'I', 'thought', 'it', 'lacked', 'power', 'personally', 'compared', 'to', 'Tibhar-Evolution-EL-P', 'or', 'Tibhar-Evolution-EL-S', 'with', 'not', 'as', 'much', 'spin', '.']","['Tibhar-Evolution-EL-P', 'Tibhar-Evolution-EL-S']","[179, 204]",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[65, 141, 193]","['less', 'less', 'less']","['low', 'lack', 'not as']",[],[],[],[]
1438,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,"Xiom rubber good if you fancy a change try the Vega Pro, quite similar to elp, little harder but still good control and more spin, speed.",comparative,"Xiom rubber good if you fancy a change try the Xiom-Vega-Pro, quite similar to Tibhar-Evolution-EL-P, little harder but still good control and more spin, speed.","['Xiom', 'rubber', 'good', 'if', 'you', 'fancy', 'a', 'change', 'try', 'the', 'Xiom-Vega-Pro', ',', 'quite', 'similar', 'to', 'Tibhar-Evolution-EL-P', ',', 'little', 'harder', 'but', 'still', 'good', 'control', 'and', 'more', 'spin', ',', 'speed', '.']","['Xiom-Vega-Pro', 'Tibhar-Evolution-EL-P']","[47, 80]",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,"[120, 63]","['greater', 'equal']","['more', 'similar']","[143, 109, 126]","['greater', 'greater', 'greater']","['more spin', 'harder', 'good control']","['spin', 'hardness', 'control']"
1447,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,A Quantum rubber compared to an Evolution rubber will most probably feel like a step back as the Quantums are meant to be more safe and easy to play.,comparative,A Tibhar-Quantum rubber compared to an Tibhar-Evolution rubber will most probably feel like a step back as the Quantums are meant to be more safe and easy to play.,"['A', 'Tibhar-Quantum', 'rubber', 'compared', 'to', 'an', 'Tibhar-Evolution', 'rubber', 'will', 'most', 'probably', 'feel', 'like', 'a', 'step', 'back', 'as', 'the', 'Quantums', 'are', 'meant', 'to', 'be', 'more', 'safe', 'and', 'easy', 'to', 'play', '.']","['Tibhar-Quantum', 'Tibhar-Evolution']","[2, 39]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[122],['greater'],['more'],[],[],[],[]
1452,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,"The EL-S sponge is a little harder in average, the topsheet is softer and even more grippy.",comparative,"The Tibhar-Evolution-EL-S sponge is a little harder in average, the topsheet is softer and even more grippy.","['The', 'Tibhar-Evolution-EL-S', 'sponge', 'is', 'a', 'little', 'harder', 'in', 'average', ',', 'the', 'topsheet', 'is', 'softer', 'and', 'even', 'more', 'grippy', '.']",['Tibhar-Evolution-EL-S'],[4],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[79],['greater'],['more'],"[80, 45]","['less', 'greater']","['softer', 'harder']","['hardness', 'hardness']"
1457,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,"EL-P is little bit better for flat hits , active block and counter - that is why I love it.",comparative,"Tibhar-Evolution-EL-P is little bit better for flat hits , active block and counter - that is why I love it.","['Tibhar-Evolution-EL-P', 'is', 'little', 'bit', 'better', 'for', 'flat', 'hits', ',', 'active', 'block', 'and', 'counter', '-', 'that', 'is', 'why', 'I', 'love', 'it', '.']",['Tibhar-Evolution-EL-P'],[0],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[19],['greater'],['better'],[],[],[],[]
1458,5f6877a364fe8d59b1ff54f2,tibhar quantum S vs evo EL-P,But since I am trying to open the game with first topspin attack EL-S should be more suitable.,comparative,But since I am trying to open the game with first topspin attack Tibhar-Evolution-EL-S should be more suitable.,"['But', 'since', 'I', 'am', 'trying', 'to', 'open', 'the', 'game', 'with', 'first', 'topspin', 'attack', 'Tibhar-Evolution-EL-S', 'should', 'be', 'more', 'suitable', '.']",['Tibhar-Evolution-EL-S'],[65],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[80],['greater'],['more'],[],[],[],[]
1462,5f6877a664fe8d59b1ff54f4,Please compare durability Rakza X vs Evo MX-S,But rakza 7is equally opp to rakza x in terms of feel and durability.,comparative,But Yasaka-Rakza 7is equally opp to Yasaka-Rakza-X in terms of feel and durability.,"['But', 'Yasaka-Rakza', '7is', 'equally', 'opp', 'to', 'Yasaka-Rakza-X', 'in', 'terms', 'of', 'feel', 'and', 'durability', '.']","['Yasaka-Rakza', 'Yasaka-Rakza-X']","[4, 36]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[14],['equal'],['equal'],[],[],[],[]
1463,5f6877a664fe8d59b1ff54f4,Please compare durability Rakza X vs Evo MX-S,It is the best rubber of the entire rakza series.,comparative,It is the best rubber of the entire Yasaka-Rakza series.,"['It', 'is', 'the', 'best', 'rubber', 'of', 'the', 'entire', 'Yasaka-Rakza', 'series', '.']",['Yasaka-Rakza'],[36],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[10],['greater'],['best'],[],[],[],[]
1468,5f6877aa64fe8d59b1ff54f6,"Rubber for FH , Acuda Blue P1 vs Evo MX-S vs Rakza x",Hurricane 3 is very durable but it doesn´t give you the speed of MX-S.,comparative,DHS-Hurricane-3 is very durable but it doesn´t give you the speed of Tibhar-Evolution-MX-S.,"['DHS-Hurricane-3', 'is', 'very', 'durable', 'but', 'it', 'doesn´t', 'give', 'you', 'the', 'speed', 'of', 'Tibhar-Evolution-MX-S', '.']","['DHS-Hurricane-3', 'Tibhar-Evolution-MX-S']","[0, 69]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
1474,5f6877aa64fe8d59b1ff54f6,"Rubber for FH , Acuda Blue P1 vs Evo MX-S vs Rakza x",Rakza 7 for me is the rubber that gives the feeling it will last longer than MX-P.,comparative,Yasaka-Rakza-7 for me is the rubber that gives the feeling it will last longer than Tibhar-Evolution-MX-P.,"['Yasaka-Rakza-7', 'for', 'me', 'is', 'the', 'rubber', 'that', 'gives', 'the', 'feeling', 'it', 'will', 'last', 'longer', 'than', 'Tibhar-Evolution-MX-P', '.']","['Yasaka-Rakza-7', 'Tibhar-Evolution-MX-P']","[0, 84]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
1475,5f6877aa64fe8d59b1ff54f6,"Rubber for FH , Acuda Blue P1 vs Evo MX-S vs Rakza x",The topsheet on the rubber feels and smell more natural at least to the crazy boosted MX-P,comparative,The topsheet on the rubber feels and smell more natural at least to the crazy boosted Tibhar-Evolution-MX-P,"['The', 'topsheet', 'on', 'the', 'rubber', 'feels', 'and', 'smell', 'more', 'natural', 'at', 'least', 'to', 'the', 'crazy', 'boosted', 'Tibhar-Evolution-MX-P']",['Tibhar-Evolution-MX-P'],[86],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[59, 43]","['less', 'greater']","['least', 'more']",[],[],[],[]
1488,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Nowadays for me playing with the plastic ball I prefer Euro type rubbers to get the speed.,comparative,Nowadays for me playing with the plastic ball I prefer Euro type rubbers to get the speed.,"['Nowadays', 'for', 'me', 'playing', 'with', 'the', 'plastic', 'ball', 'I', 'prefer', 'Euro', 'type', 'rubbers', 'to', 'get', 'the', 'speed', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[48],['greater'],['prefer'],[],[],[],[]
1489,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Chinese rubbers will definately give you more spin in general!,comparative,Chinese-rubbers will definately give you more spin in general!,"['Chinese-rubbers', 'will', 'definately', 'give', 'you', 'more', 'spin', 'in', 'general', '!']",['Chinese-rubbers'],[0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[41],['greater'],['more'],[41],['greater'],['more spin'],['spin']
1503,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,And for the backhand i prefer euro rubbers.,comparative,And for the backhand i prefer euro rubbers.,"['And', 'for', 'the', 'backhand', 'i', 'prefer', 'euro', 'rubbers', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[23],['greater'],['prefer'],[],[],[],[]
1521,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,"But, I think I prefer european rubbers (generally medium hardness and less tacky).",comparative,"But, I think I prefer european rubbers (generally medium hardness and less tacky).","['But', ',', 'I', 'think', 'I', 'prefer', 'european', 'rubbers', '(', 'generally', 'medium', 'hardness', 'and', 'less', 'tacky', ')', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[70, 15]","['less', 'greater']","['less', 'prefer']",[],[],[],[]
1595,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Reverse Pendulum is easier for me with European rubbers as you need to give the ball forward momentum.,comparative,Reverse Pendulum is easier for me with European rubbers as you need to give the ball forward momentum.,"['Reverse', 'Pendulum', 'is', 'easier', 'for', 'me', 'with', 'European', 'rubbers', 'as', 'you', 'need', 'to', 'give', 'the', 'ball', 'forward', 'momentum', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[20],['greater'],['easier'],[],[],[],[]
1599,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Forehand Flicking is easier with chinese rubbers as you can just power through the ball and the ball clings to the rubber.,comparative,Forehand Flicking is easier with Chinese-rubbers as you can just power through the ball and the ball clings to the rubber.,"['Forehand', 'Flicking', 'is', 'easier', 'with', 'Chinese-rubbers', 'as', 'you', 'can', 'just', 'power', 'through', 'the', 'ball', 'and', 'the', 'ball', 'clings', 'to', 'the', 'rubber', '.']",['Chinese-rubbers'],[33],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[21],['greater'],['easier'],[],[],[],[]
1600,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Backhand flicking is easier with softer euro rubbers as the ball can sink into the sponge.,comparative,Backhand flicking is easier with softer euro rubbers as the ball can sink into the sponge.,"['Backhand', 'flicking', 'is', 'easier', 'with', 'softer', 'euro', 'rubbers', 'as', 'the', 'ball', 'can', 'sink', 'into', 'the', 'sponge', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[21],['greater'],['easier'],[33],['less'],['softer'],['hardness']
1603,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Looping over the table is generally easier for me with Chinese rubbers as it is so precise.,comparative,Looping over the table is generally easier for me with Chinese-rubbers as it is so precise.,"['Looping', 'over', 'the', 'table', 'is', 'generally', 'easier', 'for', 'me', 'with', 'Chinese-rubbers', 'as', 'it', 'is', 'so', 'precise', '.']",['Chinese-rubbers'],[55],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[36],['greater'],['easier'],[],[],[],[]
1605,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Looping falling balls is easier with European type rubbers.,comparative,Looping falling balls is easier with European type rubbers.,"['Looping', 'falling', 'balls', 'is', 'easier', 'with', 'European', 'type', 'rubbers', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[25],['greater'],['easier'],[],[],[],[]
1606,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,"Counterlooping close to the table is easier for me with Chinese rubbers as the ball won't slip through but once you take a step or two back from the table, you have better margins with non-tacky rubbers as well as a safer arc.",comparative,"Counterlooping close to the table is easier for me with Chinese-rubbers as the ball won't slip through but once you take a step or two back from the table, you have better margins with non-tacky rubbers as well as a safer arc.","['Counterlooping', 'close', 'to', 'the', 'table', 'is', 'easier', 'for', 'me', 'with', 'Chinese-rubbers', 'as', 'the', 'ball', 'wo', ""n't"", 'slip', 'through', 'but', 'once', 'you', 'take', 'a', 'step', 'or', 'two', 'back', 'from', 'the', 'table', ',', 'you', 'have', 'better', 'margins', 'with', 'non-tacky', 'rubbers', 'as', 'well', 'as', 'a', 'safer', 'arc', '.']",['Chinese-rubbers'],[56],0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"[37, 165, 15]","['greater', 'greater', 'equal']","['easier', 'better', 'close to']",[],[],[],[]
1611,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Smashing is infinitely easier with European type rubbers.,comparative,Smashing is infinitely easier with European type rubbers.,"['Smashing', 'is', 'infinitely', 'easier', 'with', 'European', 'type', 'rubbers', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[23],['greater'],['easier'],[],[],[],[]
1615,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,Passively blocking is a lot easier for me personally with tacky rubbers compared to harder Euro stuff.,comparative,Passively blocking is a lot easier for me personally with tacky rubbers compared to harder Euro stuff.,"['Passively', 'blocking', 'is', 'a', 'lot', 'easier', 'for', 'me', 'personally', 'with', 'tacky', 'rubbers', 'compared', 'to', 'harder', 'Euro', 'stuff', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[28],['greater'],['easier'],[84],['greater'],['harder'],['hardness']
1631,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,"That old, dead, recreational rubber was closer to ANTISPIN than it was to new RECREATIONAL rubber and much closer to the wet side of a banana peel than to Tenergy or MX-P.",comparative,"That old, dead, recreational rubber was closer to ANTISPIN than it was to new RECREATIONAL rubber and much closer to the wet side of a banana peel than to Butterfly-Tenergy or Tibhar-Evolution-MX-P.","['That', 'old', ',', 'dead', ',', 'recreational', 'rubber', 'was', 'closer', 'to', 'ANTISPIN', 'than', 'it', 'was', 'to', 'new', 'RECREATIONAL', 'rubber', 'and', 'much', 'closer', 'to', 'the', 'wet', 'side', 'of', 'a', 'banana', 'peel', 'than', 'to', 'Butterfly-Tenergy', 'or', 'Tibhar-Evolution-MX-P', '.']","['Butterfly-Tenergy', 'Tibhar-Evolution-MX-P']","[157, 178]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[40],['equal'],['closer to'],[],[],[],[]
1669,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,I prefer Chinese rubbers.,comparative,I prefer Chinese-rubbers.,"['I', 'prefer', 'Chinese-rubbers', '.']",['Chinese-rubbers'],[9],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2],['greater'],['prefer'],[],[],[],[]
1751,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,"Whereas i prefer japanese rubbers on my BH, which already is pretty controlled, but isn't as powerful and speedy compared to my fh....",comparative,"Whereas i prefer japanese rubbers on my BH, which already is pretty controlled, but isn't as powerful and speedy compared to my fh....","['Whereas', 'i', 'prefer', 'japanese', 'rubbers', 'on', 'my', 'BH', ',', 'which', 'already', 'is', 'pretty', 'controlled', ',', 'but', 'is', ""n't"", 'as', 'powerful', 'and', 'speedy', 'compared', 'to', 'my', 'fh', '....']",[],[],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"[84, 10, 106]","['less', 'greater', 'greater']","[""isn't as"", 'prefer', 'speedy']",[],[],[],[]
1762,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,"Just like what NL said, tenergy is indeed an easier rubber to use compared to hurricane but it doesnt mean you dont need a good footwork for tenergy.",comparative,"Just like what NL said, Butterfly-Tenergy is indeed an easier rubber to use compared to DHS-Hurricane but it doesnt mean you dont need a good footwork for Butterfly-Tenergy.","['Just', 'like', 'what', 'NL', 'said', ',', 'Butterfly-Tenergy', 'is', 'indeed', 'an', 'easier', 'rubber', 'to', 'use', 'compared', 'to', 'DHS-Hurricane', 'but', 'it', 'doesnt', 'mean', 'you', 'dont', 'need', 'a', 'good', 'footwork', 'for', 'Butterfly-Tenergy', '.']","['Butterfly-Tenergy', 'DHS-Hurricane', 'Butterfly-Tenergy']","[25, 89, 156]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[45],['greater'],['easier'],[],[],[],[]
1767,5f6877c064fe8d59b1ff5504,What do you prefer? Chinese Rubber vs European Rubbers?,I prefer European rubbers.,comparative,I prefer European rubbers.,"['I', 'prefer', 'European', 'rubbers', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2],['greater'],['prefer'],[],[],[],[]
