,reply_split,classification
569,"And Dignics, perhaps...",0
3564,"Not to worry, there is the XIOM Allround S, slower than the Offensive S",1
843,Do you apply a layer of glue before the first layer of falco?,0
261,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it.",3
1130,I can play very slow spinny loops during warmup without much effort - that is how grippy G1 topsheet is and how easy it is to spin with it.,3
2620,"Nothing ever seems to be ""medium throw"".",0
3647,"When buying rubbers, my advice to someone your age is to buy what you plan to use for the long term as you tend to learn everything quickly if you play a lot.",0
4285,"this vid doesn't show my FH with Evolution a lot as a lot of my attacking chances came to me on the BH wing, which I did OK to finish using $7 XP 2008 Super Power.",0
806,Dynamical Linearity means a minimum of Catapultive effects.,0
3596,Try h2 neo without tuner if you prefer lower throw.,0
4403,Plays very nicely.,0
1103,I really don't like the catapult of Vega Pro either so I prefer G1 to it as well.,1
568,"Blocking is good, lands on the table most of the time.",4
4267,I slapped it on my TBS when I immediately went to Bucheon Ace TTC right after my Nexy HQ visit to give it a test.,0
1405,With that being said topsheet and rubber are delicate.,4
4345,I heard good things abou Omega 4 pro.,0
769,Iskandar,0
191,They would rather choose Donic Baracuda or Joola Explode.,2
4657,If you are still at a stage where rubber affects your short-game then I would just stick with Roxon.,0
924,"First, I can't really tell them apart - I can flip the bat around and it feels the same.",0
891,"They also seem to have some interesting labeling - ""Tenacious violence""   Did you have a chance to play with the T-88 Taiji yet?",0
2042,more speed?,0
577,Pretty much all of them are usable.,4
77,Sent from Deep Space by Abacus,0
194,"I think, just go T05 on both sides.",0
4362,"i was thinking of replacing hexer hd on my forehand with xiom o4 pro or asia,but as i'm very pleased with hd and i could'nt get any convincing info about omega4 being more suitable for me i decided and ordered a new sheet of hd 2 days ago... but i could not resist trying the new bluefire m1 on my backhand,so along with the new hd i ordered the bluefire as well, to replace my regular hexer although it works for me and i'm quite used to it and like it.",0
4172,"If I had to cite differences, I would be that M2 does not feel quite as nice as T05 on blocks (although I certainly made the shot just as well), and it really shines on opening loops against underspin, or counterloops.",1
1796,"A for the backhand rubber, I am looking for a softer sponge which can spin well and can create power and spin when needed - many gears.",0
2566,Thnx for the replies all.,0
883,By the way..,0
189,T64 has MUCH more spin than T80…,1
3339,With a sheet costing €18 it might be worth a bash.,0
885,"At first I thought it was just a badly trimmed sheet, but look at the red one:5) The Pistol Racket Rubber is listed in the LARC as 62-016, but I've never seen it for sale anywhere.6) Sanwei A+ doesn't seem to be in the LARC!",0
433,"By the way, try to find red sheets with blue sponge.. those are supposedly the most magical (maybe because they don't exist..)..",0
2608,I used to like hexer hd back in the day and when became a darksoder 2 months ago bought a defplay classic senso and put hexer hd on it thinking that softer ribber would be mushy .,0
3590,"So far, a friend of mine borrowed a spare sheet of TG3 Blue sponge tuned with two layer of falco tempo long, but honestly, didn´t like that much.",0
650,"Getting a dialed-in backhand topspin drive can be a problem, I definitely had it a couple years ago.",0
1212,I haven't issue with BH rallies nor blocking but the amout of speed (low-moderate) and spin (nearly no at all) while playing.,0
1385,that effect is very obvious when switching from el-s to vega pro and the other way around.,0
1796,I have used TG2 Neo lots and I can say that for first 1 - 2 weeks of play it will feel like the ball always lands on the white line and after the 2 weeks the rubber calms down.,0
514,"despite that, he MIGHT have tried 10 percent of all possible combinations over the couple decades since he returned tot he sport.",0
1308,Thank you man iii and lasta for your replies.I actually went and bought a pair of Gewo Hype EL 40 rubbers in 1.9 sponge about 3 months ago.Have to say I've been very impressed with them so far.,0
824,That is the old non Neo H3 that i am talking about,0
3325,I'm trying.,0
211,When i was using The sriver in seemed to be alittle to slow and didn't have much spin and the control was nice.,3
4195,"I will not double post, so you will have to read my thoughts on M3 in this thread: viewtopic.php?f=44&t=19868&p=232503#p232503",0
4029,Butterfly Spinart.,0
3594,What do you recommend me H3/TG3?,0
635,Thanks),0
840,"If you have to play with a tacky rubber without boosting, which one will it be ?",0
2563,The main thing for now is to decide on what sort of sponge hardness you prefer.,0
234,"Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side.",0
4112,"But he doesn't use T05 or like it very much, so even though he is a good player, for me it is not that useful, at least not by itself.",0
2611,As far as i know omega v pro is spinnier than 4 pro.,1
1105,I did.,0
275,At least 1.8 version clicks like soft tensor during flat hits.Slow loops are difficult with MX-S hardness but wristy slaps are effective and spiny.So I think it is possible to play MX-S on BH if BH is your strong wing.,4
2140,Some people say its too bouncy but they probably have a bad touch.,0
4121,Thanks Reb for the share and for correcting the title  .,0
583,Forgot to mention that I do not like tacky rubbers.,0
939,I have seen 42-44 on the 729 scale being equated to ~38-39 on the DHS scale; which is what I am looking for.,0
2651,"Maybe with the Juic Eurochopper, or the Toxic-3.",0
456,"Yeah, the blue sponge (""#22"") is the ""good"" stuff, and you only find it on Provincial and National grade black sheets.",0
2941,Good all rounder.,4
4185,M2 is good.,0
850,Iskandar,0
315,"Not heard of Subdue ... After practicing some of my Google-Fu (I consider myself Brown Belt/Sash), I discovered that's it's Sword Subdue - a 2-speed blade, with a rather low throw-angle ...Please tell me something more about your experience with this blade...What LP did you use with it .. ?",0
4360,"The throw while blocking is low which is great and it is relatively insensitive to incoming spin.You could think of it as a Hexer HD with a touch softer and grippier topsheet, a softer sponge , more speed and spin.Like HD you really have to get some bat speed going and engage the sponge is you want that crazy spin.I use OIV Pro on my BH in max thickness.",2
1310,Yes but he's thinking of switching to MX-P and wants to know how they compare.,0
3341,Has a medium throw.http://tabletennisequipment.dandoy-spor ... p?cPath=21,0
180,It is not only that.,0
511,I think Burst is the right choice for you if you want tacky.,3
805,Sent from my PAR-LX9 using Tapatalk,0
56,"T05 pimples are a little shorter, thicker, and closer together so the rubber feels harder.",2
4368,"Do not use Omega Pro if you are playing with a hard-outers blade, it would be altogether too hard a combo.",0
1781,Sent from my iPhone using Tapatalk,0
1500,Will never go back to non-chinese rubber on FH.,0
3,On the other hand less spin too.,2
1144,I'm not a fan of the lifespan of these rubbers though.,4
2010,It depends.,0
1801,After 4 months of play it will be just like any Chinese rubber like 729 etc.,0
1390,So all in all you need a solid technique to get the El-s going but then it is a powerful backhand rubber.,4
3588,I´m and advanced players +2100 and i´ve been playing with Grip SE last year.,0
4018,I wonder why nobody mentioned Baracuda and Baracuda BigSlam.,0
3645,"It is a very good intermediate high throw rubber, and if you ever want to use something like Tenergy, it is a stepping stone in that direction.",4
192,"And boy, they have explosive game.",0
627,"As for my personal opinions, I think that Bluefire M3 is really controllable after the factory booster wears off.",3
186,It is becoming more of a liability.,3
481,It feels very hard and requires a lot of effort.,4
